,prospectid,total_tl,tot_closed_tl,tot_active_tl,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_open_l6m,pct_tl_closed_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12m,tot_missed_pmnt,auto_tl,cc_tl,consumer_tl,gold_tl,home_tl,pl_tl,secured_tl,unsecured_tl,other_tl,age_oldest_tl,age_newest_tl,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,cc_enq,cc_enq_l6m,cc_enq_l12m,pl_enq,pl_enq_l6m,pl_enq_l12m,time_since_recent_enq,enq_l12m,enq_l6m,enq_l3m,maritalstatus,education,age,gender,netmonthlyincome,time_with_curr_empr,pct_of_active_tls_ever,pct_opened_tls_l6m_of_l12m,pct_currentbal_all_tl,cc_utilization,cc_flag,pl_utilization,pl_flag,pct_pl_enq_l6m_of_l12m,pct_cc_enq_l6m_of_l12m,pct_pl_enq_l6m_of_ever,pct_cc_enq_l6m_of_ever,max_unsec_exposure_inpct,hl_flag,gl_flag,last_prod_enq2,first_prod_enq2,credit_score,approved_flag
52,53,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,44.0,44.0,518.0,33.0,28.0,4,56.0,23,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1344.0,0.0,0.0,0.0,Single,SSC,27,M,16000,13,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,660,P3
53,54,3,2,1,2,2,0.667,0.667,0.333,0.667,2,2,0.667,0.667,0,1,0,1,0,0,1,1,2,0,16.0,4.0,81.0,,,0,,0,0,0,0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,4.0,4.0,4.0,17.0,6.0,6.0,2.0,Single,GRADUATE,23,M,15000,30,0.333,1.0,0.8,,0,,1,1.0,0.0,1.0,0.0,1.5,0,0,ConsumerLoan,others,655,P4
54,55,5,1,4,3,0,0.6,0.0,0.8,0.2,3,0,0.6,0.0,1,0,0,2,0,0,2,0,5,1,24.0,5.0,62.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,4.0,3.0,3.0,19.0,8.0,8.0,4.0,Single,UNDER GRADUATE,34,M,35000,110,0.8,1.0,0.624,,0,0.654,1,1.0,0.0,0.75,0.0,3.014,0,0,PL,ConsumerLoan,654,P4
55,56,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,0,0,0,2,0,2,0,9.0,8.0,46.0,,,0,,0,0,0,0,,,0,0,15,8,15,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,263.0,1.0,0.0,0.0,Married,12TH,53,M,20000,122,1.0,0.0,0.888,,0,0.888,1,0.0,0.0,0.0,0.0,5.0,0,0,PL,PL,690,P2
56,57,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,64.0,64.0,1766.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,UNDER GRADUATE,28,M,15000,38,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,679,P2
57,58,9,7,2,1,1,0.111,0.111,0.222,0.778,4,2,0.444,0.222,0,0,0,3,0,0,0,0,9,6,42.0,6.0,84.0,32.0,32.0,1,16.0,16,0,0,0,0.0,0.0,0,0,19,0,6,0,0,0,0,0,0,0,0,0,16,4.0,0.0,0.0,0.0,1.0,0.0,1.0,184.0,3.0,0.0,0.0,Single,UNDER GRADUATE,28,F,10000,37,0.222,0.25,0.268,,0,,0,0.0,0.0,0.0,0.0,5.25,0,0,PL,ConsumerLoan,673,P2
58,59,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,0,0,0,1,0,0,1,1,2,1,24.0,8.0,113.0,,,0,,0,0,0,0,0.0,0.0,0,0,38,10,22,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,7.0,0.0,1.0,241.0,1.0,0.0,0.0,Married,GRADUATE,43,M,28000,150,1.0,0.0,0.721,,0,0.709,1,0.0,0.0,0.0,0.0,19.161,0,0,PL,PL,694,P2
59,60,3,0,3,0,0,0.0,0.0,1.0,0.0,3,0,1.0,0.0,0,1,0,2,0,0,0,1,2,0,11.0,8.0,74.0,,,0,,0,0,0,0,0.0,0.0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,51.0,4.0,1.0,1.0,Single,12TH,26,M,20000,56,1.0,0.0,0.551,,0,,0,0.0,0.0,0.0,0.0,1.3,0,0,ConsumerLoan,others,675,P2
60,61,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,40.0,40.0,614.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,Single,12TH,30,M,51000,145,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,670,P2
61,62,9,6,3,0,5,0.0,0.556,0.333,0.667,3,5,0.333,0.556,0,1,0,5,0,0,1,1,8,2,39.0,9.0,54.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,267.0,1.0,0.0,0.0,Married,12TH,32,F,20000,98,0.333,0.0,0.504,,0,0.623,1,0.0,0.0,0.0,0.0,5.717,0,0,others,others,684,P2
62,63,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,0,1,0,1,0,0,0,1,1,0,33.0,9.0,56.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,1.0,0.0,0.0,Single,12TH,35,M,15000,41,0.5,0.0,0.391,,0,,0,0.0,0.0,0.0,0.0,1.066,0,0,ConsumerLoan,others,687,P2
63,64,2,1,1,0,1,0.0,0.5,0.5,0.5,0,1,0.0,0.5,0,1,0,1,0,0,0,1,1,0,24.0,16.0,55.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,0.0,0.0,0.0,Married,SSC,38,F,7000,102,0.5,0.0,0.016,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,684,P2
64,65,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,0,0,0,1,1,1,0,40.0,10.0,287.0,,,0,,0,0,0,0,,,0,0,9,5,9,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,315.0,1.0,0.0,0.0,Married,POST-GRADUATE,30,M,25000,66,0.5,0.0,0.912,,0,0.912,1,0.0,0.0,0.0,0.0,18.0,0,0,PL,others,697,P2
65,66,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7.0,7.0,161.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,2.0,Married,SSC,28,M,25000,27,1.0,0.0,1.338,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,672,P2
66,67,3,0,3,0,0,0.0,0.0,1.0,0.0,3,0,1.0,0.0,1,1,0,1,0,0,0,1,2,1,12.0,11.0,89.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,Married,GRADUATE,34,F,30000,65,1.0,0.0,0.592,,0,,0,0.0,0.0,0.0,0.0,0.406,0,0,ConsumerLoan,others,673,P2
67,68,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,27.0,27.0,112.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,811.0,0.0,0.0,0.0,Married,GRADUATE,47,M,20000,122,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,688,P2
68,69,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,70.0,13.0,67.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,1.0,1.0,Married,GRADUATE,29,M,20000,13,0.5,0.0,0.758,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,695,P2
69,70,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6.0,6.0,59.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,2.0,2.0,0.0,Single,SSC,32,M,20000,44,1.0,1.0,0.333,,0,,0,0.0,0.0,0.0,0.0,0.438,0,0,ConsumerLoan,ConsumerLoan,686,P2
70,71,26,22,4,1,0,0.038,0.0,0.154,0.846,1,0,0.038,0.0,0,0,0,1,25,0,0,25,1,0,59.0,5.0,100.0,31.0,31.0,2,26.0,26,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15.0,2.0,1.0,1.0,6.0,4.0,6.0,12.0,12.0,9.0,7.0,Married,GRADUATE,31,M,40900,129,0.154,1.0,0.037,,0,,0,0.667,1.0,0.667,0.5,0.538,1,0,ConsumerLoan,ConsumerLoan,618,P4
71,72,4,0,4,1,0,0.25,0.0,1.0,0.0,2,0,0.5,0.0,0,0,0,0,0,0,1,3,1,3,76.0,3.0,56.0,,,0,,0,0,0,0,0.0,0.0,0,0,21,4,10,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,411.0,0.0,0.0,0.0,Married,12TH,41,M,65000,181,1.0,0.5,0.92,,0,0.961,1,0.0,0.0,0.0,0.0,2.462,0,0,PL,HL,707,P1
72,73,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,2,0,0,0,0,0,2,0,0,7.0,4.0,22.0,5.0,5.0,1,2.0,2,1,1,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,Married,SSC,45,F,20000,263,1.0,0.5,0.95,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,ConsumerLoan,678,P2
73,74,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,1,0,0,2,0,0,120.0,54.0,1610.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,SSC,38,M,10000,310,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,697,P2
74,75,3,0,3,0,0,0.0,0.0,1.0,0.0,2,0,0.667,0.0,0,0,0,2,0,0,0,0,3,1,115.0,7.0,35.0,,,0,,0,0,0,0,0.0,0.0,0,0,4,0,1,5,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,1.0,0.0,0.0,Married,GRADUATE,26,M,20000,101,1.0,0.0,0.298,,0,,0,0.0,0.0,0.0,0.0,1.779,0,0,others,others,710,P1
75,76,10,2,8,3,2,0.3,0.2,0.8,0.2,8,2,0.8,0.2,2,0,0,9,0,0,0,0,10,1,19.0,2.0,56.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,84.0,3.0,2.0,1.0,Single,GRADUATE,27,M,15500,64,0.8,0.375,0.372,,0,,0,0.0,1.0,0.0,1.0,5.861,0,0,ConsumerLoan,ConsumerLoan,684,P2
76,77,4,2,2,0,0,0.0,0.0,0.5,0.5,2,1,0.5,0.25,0,1,0,2,0,0,0,1,3,1,66.0,8.0,102.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,1.0,0.0,0.0,Married,SSC,27,M,50000,54,0.5,0.0,0.336,,0,,0,0.0,0.0,0.0,0.0,1.008,0,0,ConsumerLoan,others,699,P2
77,78,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,2,0,0,0,0,2,0,14.0,10.0,137.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,Married,SSC,55,M,13000,42,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,2.081,0,0,others,others,684,P2
78,79,3,1,2,1,0,0.333,0.0,0.667,0.333,1,0,0.333,0.0,0,1,1,1,0,0,0,1,2,0,70.0,5.0,73.0,8.0,7.0,2,10.0,8,0,2,2,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4.0,1.0,0.0,0.0,2.0,2.0,2.0,169.0,2.0,2.0,0.0,Married,GRADUATE,26,M,20000,113,0.667,1.0,0.631,0.778,1,,0,1.0,0.0,1.0,0.0,3.304,0,0,PL,others,672,P2
79,80,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,0,0,0,2,0,1,20.0,10.0,71.0,,,0,,0,0,0,0,0.0,0.0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,0.0,0.0,0.0,Married,SSC,29,F,15000,47,1.0,0.0,0.559,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,698,P2
80,81,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,8.0,8.0,57.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,1.0,0.0,0.0,Married,SSC,43,M,19000,123,1.0,0.0,0.797,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,679,P2
81,82,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,6.0,6.0,75.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,1.0,0.0,0.0,Married,SSC,32,M,9000,33,1.0,0.0,0.691,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,685,P2
82,83,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,2,1,14.0,14.0,233.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,Single,12TH,34,M,14500,68,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,1.02,0,0,others,others,691,P2
83,84,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,26.0,26.0,50.0,24.0,24.0,1,20.0,20,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,Married,12TH,35,M,33000,306,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,647,P4
84,85,1,1,0,1,1,1.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,0,0,0,0,1,0,1,6.0,6.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,178.0,2.0,2.0,0.0,Married,12TH,29,F,10000,126,0.0,1.0,0.0,,0,,0,1.0,0.0,1.0,0.0,,0,0,others,PL,679,P2
85,86,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,2,0,0,1,1,0,0,1,1,0,10.0,2.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,38.0,5.0,5.0,3.0,Married,GRADUATE,31,M,54000,244,1.0,0.5,0.964,,0,,0,1.0,1.0,1.0,1.0,0.491,1,0,CC,others,660,P3
86,87,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,20.0,20.0,,,,0,,0,0,0,0,,,0,0,19,5,11,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,592.0,0.0,0.0,0.0,Married,SSC,63,M,8500,90,1.0,0.0,0.516,,0,0.516,1,0.0,0.0,0.0,0.0,7.518,0,0,PL,PL,694,P2
87,88,11,6,5,1,1,0.091,0.091,0.455,0.545,3,4,0.273,0.364,0,4,0,6,0,0,0,4,7,1,49.0,3.0,18.0,25.0,25.0,1,3.0,3,0,0,0,0.0,0.0,0,0,35,8,16,0,0,0,0,0,0,0,0,0,3,15.0,0.0,0.0,0.0,2.0,1.0,2.0,90.0,6.0,4.0,1.0,Single,GRADUATE,26,M,25000,42,0.455,0.333,0.685,,0,,0,0.5,0.0,0.5,0.0,14.332,0,0,others,others,682,P2
88,89,3,1,2,2,1,0.667,0.333,0.667,0.333,2,1,0.667,0.333,1,0,0,1,0,0,0,0,3,2,48.0,2.0,72.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,2.0,1.0,0.0,Married,SSC,39,M,25000,128,0.667,1.0,0.724,,0,,0,0.0,0.0,0.0,0.0,0.984,0,0,others,others,693,P2
89,90,5,3,2,0,0,0.0,0.0,0.4,0.6,0,0,0.0,0.0,0,0,0,0,2,0,3,2,3,0,47.0,14.0,63.0,33.0,33.0,1,92.0,92,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92,7.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,1.0,1.0,Married,GRADUATE,35,M,43000,131,0.4,0.0,0.644,,0,0.644,1,0.0,0.0,0.0,0.0,6.977,1,0,ConsumerLoan,PL,647,P4
90,91,4,0,4,2,0,0.5,0.0,1.0,0.0,3,0,0.75,0.0,1,0,0,1,0,0,0,1,3,3,40.0,6.0,93.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,1.0,0.0,0.0,Married,12TH,29,M,20000,95,1.0,0.667,0.749,,0,,0,0.0,0.0,0.0,0.0,1.891,0,0,others,ConsumerLoan,684,P2
91,92,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,0,0,2,0,2,0,12.0,4.0,370.0,,,0,,0,0,0,0,,,0,0,13,6,12,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,114.0,1.0,1.0,0.0,Married,GRADUATE,38,M,12,306,0.5,1.0,0.969,,0,0.969,1,1.0,0.0,0.333,0.0,62083.333,0,0,PL,PL,680,P2
92,93,7,1,6,4,0,0.571,0.0,0.857,0.143,6,0,0.857,0.0,2,0,0,4,0,0,1,1,6,2,46.0,3.0,72.0,,,0,,0,0,0,0,0.0,0.0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,148.0,4.0,1.0,0.0,Married,12TH,35,F,40000,130,0.857,0.667,0.697,,0,0.931,1,0.0,0.0,0.0,0.0,4.568,0,0,others,others,686,P2
93,94,4,2,2,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,0,2,0,0,1,1,3,0,60.0,40.0,296.0,31.0,4.0,18,177.0,25,2,2,0,25.0,25.0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,25,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1160.0,0.0,0.0,0.0,Married,SSC,41,M,23000,181,0.5,0.0,0.0,,0,0.0,1,0.0,0.0,0.0,0.0,3.821,0,0,ConsumerLoan,others,687,P2
94,95,4,3,1,0,0,0.0,0.0,0.25,0.75,0,1,0.0,0.25,0,0,0,0,1,0,0,3,1,3,93.0,18.0,271.0,9.0,9.0,1,2.0,2,0,1,1,,2.0,0,0,8,1,5,0,0,0,0,0,0,0,0,0,2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,Single,12TH,28,M,30000,101,0.25,0.0,0.972,,0,,0,0.0,0.0,0.0,0.0,7.409,1,0,ConsumerLoan,others,693,P2
95,96,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,0,0,0,1,1,1,0,16.0,3.0,45.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Single,12TH,23,M,18000,63,1.0,1.0,0.729,,0,0.931,1,0.0,0.0,0.0,0.0,2.789,0,0,others,others,692,P2
96,97,8,4,4,1,2,0.125,0.25,0.5,0.5,2,3,0.25,0.375,0,8,0,0,0,0,0,8,0,0,56.0,4.0,52.0,25.0,11.0,14,90.0,30,0,1,1,0.0,30.0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,30,8.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,3.0,1.0,0.0,Married,GRADUATE,33,M,40000,110,0.5,0.5,0.773,,0,,0,0.0,0.0,0.0,0.0,,0,0,AL,others,675,P2
97,98,23,14,9,3,3,0.13,0.13,0.391,0.609,6,4,0.261,0.174,2,0,0,2,4,0,1,19,4,16,61.0,1.0,20.0,7.0,7.0,1,58.0,58,0,1,1,0.0,58.0,1,0,122,19,41,0,0,0,0,0,0,0,0,0,58,18.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,12.0,6.0,6.0,Married,GRADUATE,27,M,35000,128,0.391,0.5,0.789,,0,0.352,1,0.0,0.0,0.0,0.0,4.965,1,0,ConsumerLoan,ConsumerLoan,697,P2
98,99,8,1,7,3,0,0.375,0.0,0.875,0.125,6,0,0.75,0.0,3,1,0,4,0,0,1,1,7,2,113.0,3.0,75.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,73.0,4.0,2.0,2.0,Married,GRADUATE,46,M,25000,78,0.875,0.5,0.599,,0,0.914,1,0.0,0.0,0.0,0.0,6.301,0,0,others,others,703,P1
99,100,6,5,1,0,0,0.0,0.0,0.167,0.833,0,0,0.0,0.0,0,1,0,0,5,0,0,6,0,0,67.0,42.0,100.0,,,0,,0,0,0,0,0.0,0.0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1248.0,0.0,0.0,0.0,Married,UNDER GRADUATE,33,M,38500,167,0.167,0.0,0.408,,0,,0,0.0,0.0,0.0,0.0,,1,0,AL,AL,695,P2
100,101,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,42.0,42.0,705.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Single,GRADUATE,25,M,34200,74,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,668,P3
101,102,4,4,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.25,0,0,0,0,4,0,0,4,0,0,74.0,19.0,283.0,33.0,28.0,4,90.0,61,0,0,0,,0.0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,61,,,,,,,,,,,,Married,12TH,41,F,10000,187,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,662,P3
102,103,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,2,1,0,0,0,1,0,2,0,0,22.0,14.0,,18.0,15.0,4,60.0,30,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7.0,0.0,0.0,0.0,3.0,2.0,2.0,22.0,3.0,2.0,1.0,Single,GRADUATE,30,M,24000,77,1.0,0.0,0.969,,0,,0,1.0,0.0,0.667,0.0,,0,1,PL,HL,662,P3
103,104,1,1,0,1,1,1.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,0,1,0,0,1,0,0,5.0,5.0,90.0,,,0,,0,0,0,0,,,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,64.0,4.0,4.0,4.0,Married,POST-GRADUATE,32,M,19000,107,0.0,1.0,0.0,,0,,0,1.0,1.0,1.0,1.0,,1,0,CC,others,659,P3
104,105,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,5.0,5.0,51.0,,,0,,0,0,0,0,,,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,85.0,3.0,3.0,1.0,Married,OTHERS,24,M,11500,65,1.0,1.0,0.932,,0,,0,1.0,0.0,1.0,0.0,10.435,0,0,PL,others,678,P2
105,106,12,12,0,0,0,0.0,0.0,0.0,1.0,0,2,0.0,0.167,0,2,0,0,7,0,0,10,2,3,191.0,24.0,215.0,22.0,15.0,4,139.0,139,0,0,0,,0.0,3,2,26,0,0,0,0,0,11,0,0,0,0,0,139,17.0,0.0,0.0,0.0,1.0,0.0,1.0,170.0,4.0,3.0,0.0,Married,GRADUATE,45,M,14300,29,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,ConsumerLoan,HL,720,P1
106,107,7,5,2,2,2,0.286,0.286,0.286,0.714,2,2,0.286,0.286,2,0,0,7,0,0,0,0,7,0,39.0,3.0,392.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,632.0,0.0,0.0,0.0,Married,GRADUATE,26,M,15000,66,0.286,1.0,0.884,,0,,0,0.0,0.0,0.0,0.0,3.067,0,0,ConsumerLoan,PL,685,P2
